,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
10358,2012-11-17 00:00:00,4,0,0,1,12.3,15.15,52,11.0014,11,95,106
7079,2012-04-13 08:00:00,2,0,1,1,15.58,19.695,46,11.0014,24,539,563
6888,2012-04-05 08:00:00,2,0,1,1,14.76,17.425,46,15.0013,28,610,638
8432,2012-07-12 17:00:00,3,0,1,1,31.16,34.09,43,15.0013,91,704,795
8753,2012-08-07 02:00:00,3,0,1,1,28.7,33.335,84,8.9981,6,7,13
10082,2012-11-05 11:00:00,4,0,1,1,13.94,15.91,46,15.0013,31,119,150
3679,2011-09-04 05:00:00,3,0,0,1,26.24,28.79,83,8.9981,1,5,6
653,2011-02-10 11:00:00,1,0,1,1,5.74,6.06,39,23.9994,1,44,45
8828,2012-08-10 05:00:00,3,0,1,3,28.7,33.335,84,19.0012,4,29,33
2269,2011-06-02 11:00:00,2,0,1,1,30.34,32.575,28,26.0027,42,123,165
8650,2012-08-02 19:00:00,3,0,1,1,32.8,39.395,63,11.0014,98,509,607
3070,2011-07-16 20:00:00,3,0,0,1,29.52,33.335,51,15.0013,108,188,296
7775,2012-06-04 08:00:00,2,0,1,1,24.6,31.06,49,15.0013,22,643,665
7202,2012-04-18 11:00:00,2,0,1,3,18.86,22.725,47,16.9979,14,105,119
10837,2012-12-17 23:00:00,4,0,1,3,17.22,21.21,94,15.0013,6,41,47
7211,2012-04-18 20:00:00,2,0,1,2,17.22,21.21,77,7.0015,8,252,260
5333,2011-12-16 07:00:00,4,0,1,2,15.58,19.695,46,19.9995,5,226,231
611,2011-02-08 15:00:00,1,0,1,1,9.02,9.85,35,26.0027,6,45,51
4513,2011-11-01 03:00:00,4,0,1,2,14.76,17.425,81,8.9981,1,5,6
2114,2011-05-15 00:00:00,2,0,0,2,21.32,25.0,100,0.0,5,34,39
3463,2011-08-14 05:00:00,3,0,0,2,26.24,28.03,94,11.0014,1,9,10
8082,2012-06-17 03:00:00,2,0,0,1,22.14,25.76,64,7.0015,6,22,28
6941,2012-04-07 13:00:00,2,0,0,1,20.5,24.24,22,12.998,355,288,643
511,2011-02-04 11:00:00,1,0,1,1,9.02,11.365,51,11.0014,3,61,64
7443,2012-05-09 12:00:00,2,0,1,2,25.42,31.06,57,15.0013,58,222,280
3063,2011-07-16 13:00:00,3,0,0,1,31.16,34.09,45,19.9995,221,276,497
7221,2012-04-19 06:00:00,2,0,1,2,16.4,20.455,82,7.0015,4,116,120
2737,2011-07-02 23:00:00,3,0,0,1,29.52,33.335,54,19.0012,66,88,154
8089,2012-06-17 10:00:00,2,0,0,1,23.78,27.275,64,0.0,148,288,436
8614,2012-08-01 07:00:00,3,0,1,2,26.24,28.79,83,8.9981,19,468,487
7090,2012-04-13 19:00:00,2,0,1,1,22.14,25.76,24,11.0014,75,352,427
9573,2012-10-03 06:00:00,4,0,1,2,24.6,25.76,94,8.9981,4,173,177
3543,2011-08-17 13:00:00,3,0,1,1,32.8,35.605,41,12.998,38,138,176
7145,2012-04-16 02:00:00,2,1,0,1,24.6,30.305,64,16.9979,5,9,14
10558,2012-12-06 08:00:00,4,0,1,1,9.02,10.605,51,19.9995,13,646,659
2754,2011-07-03 16:00:00,3,0,0,1,34.44,40.15,53,19.9995,195,219,414
7707,2012-06-01 12:00:00,2,0,1,2,28.7,33.335,74,23.9994,72,238,310
4721,2011-11-09 19:00:00,4,0,1,1,18.04,21.97,72,7.0015,12,292,304
5357,2011-12-17 07:00:00,4,0,0,2,10.66,12.88,56,15.0013,0,20,20
10786,2012-12-15 20:00:00,4,0,0,2,14.76,17.425,57,12.998,23,178,201
4625,2011-11-05 19:00:00,4,0,0,1,13.94,18.18,53,0.0,45,159,204
8168,2012-07-01 17:00:00,3,0,0,1,37.72,40.15,26,19.9995,90,323,413
1109,2011-03-10 20:00:00,1,0,1,3,14.76,16.665,0,22.0028,9,29,38
8852,2012-08-11 05:00:00,3,0,0,1,25.42,28.03,88,7.0015,2,9,11
6055,2012-02-08 13:00:00,1,0,1,2,11.48,14.395,61,7.0015,15,111,126
1038,2011-03-07 19:00:00,1,0,1,1,12.3,14.395,33,15.0013,11,134,145
20,2011-01-01 20:00:00,1,0,0,2,16.4,20.455,87,16.9979,11,25,36
8028,2012-06-14 21:00:00,2,0,1,1,26.24,30.305,65,11.0014,67,270,337
3047,2011-07-15 21:00:00,3,0,1,1,27.06,31.06,54,7.0015,75,186,261
7978,2012-06-12 19:00:00,2,0,1,1,27.88,31.82,83,12.998,47,444,491
3593,2011-08-19 15:00:00,3,0,1,1,32.8,37.12,49,7.0015,66,156,222
934,2011-03-03 09:00:00,1,0,1,1,6.56,6.82,37,19.0012,10,135,145
4256,2011-10-09 09:00:00,4,0,0,1,20.5,24.24,77,0.0,66,119,185
3660,2011-09-03 10:00:00,3,0,0,3,27.06,31.06,65,16.9979,90,168,258
394,2011-01-17 22:00:00,1,1,0,3,5.74,6.06,93,16.9979,0,13,13
5815,2012-01-17 12:00:00,1,0,1,2,13.12,15.15,87,19.0012,3,83,86
1737,2011-04-18 07:00:00,2,0,1,1,18.86,22.725,63,0.0,12,156,168
2165,2011-05-17 03:00:00,2,0,1,3,22.14,25.76,94,16.9979,1,3,4
561,2011-02-06 13:00:00,1,0,0,1,13.94,18.18,46,0.0,47,135,182
3522,2011-08-16 16:00:00,3,0,1,1,32.8,35.605,41,15.0013,55,248,303
1162,2011-03-13 03:00:00,1,0,0,1,13.94,16.665,76,8.9981,6,17,23
5076,2011-12-05 14:00:00,4,0,1,2,18.86,22.725,67,0.0,7,126,133
4989,2011-12-01 23:00:00,4,0,1,1,10.66,14.395,70,6.0032,3,70,73
3886,2011-09-12 23:00:00,3,0,1,1,25.42,28.79,83,7.0015,7,62,69
1527,2011-04-09 12:00:00,2,0,0,2,14.76,17.425,81,8.9981,79,123,202
842,2011-02-18 13:00:00,1,0,1,1,24.6,31.06,43,12.998,45,131,176
4716,2011-11-09 14:00:00,4,0,1,1,21.32,25.0,48,11.0014,26,153,179
58,2011-01-03 13:00:00,1,0,1,1,9.84,10.605,35,19.0012,8,53,61
4098,2011-10-02 19:00:00,4,0,0,2,15.58,19.695,76,11.0014,34,128,162
8452,2012-07-13 13:00:00,3,0,1,2,32.8,35.605,38,8.9981,100,274,374
2291,2011-06-03 09:00:00,2,0,1,1,23.78,27.275,40,11.0014,36,194,230
6677,2012-03-15 12:00:00,1,0,1,2,25.42,31.06,50,8.9981,59,206,265
9283,2012-09-10 04:00:00,3,0,1,1,21.32,25.0,68,19.0012,1,4,5
3006,2011-07-14 04:00:00,3,0,1,1,25.42,31.06,53,16.9979,0,6,6
5231,2011-12-12 01:00:00,4,0,1,1,8.2,12.88,69,0.0,0,9,9
7146,2012-04-16 03:00:00,2,1,0,1,23.78,27.275,68,12.998,3,5,8
8676,2012-08-03 21:00:00,3,0,1,2,31.16,36.365,66,12.998,54,224,278
6350,2012-03-01 20:00:00,1,0,1,1,18.04,21.97,44,27.9993,12,242,254
4580,2011-11-03 22:00:00,4,0,1,1,16.4,20.455,82,0.0,21,116,137
414,2011-01-19 07:00:00,1,0,1,2,9.84,12.88,92,7.0015,1,89,90
10349,2012-11-16 15:00:00,4,0,1,1,17.22,21.21,38,8.9981,30,237,267
10771,2012-12-15 05:00:00,4,0,0,2,10.66,15.15,75,0.0,0,3,3
9847,2012-10-14 16:00:00,4,0,0,1,26.24,31.06,41,19.9995,203,378,581
3616,2011-09-01 14:00:00,3,0,1,3,29.52,33.335,54,16.9979,54,144,198
7748,2012-06-03 05:00:00,2,0,0,1,20.5,24.24,68,0.0,1,11,12
4889,2011-11-16 19:00:00,4,0,1,3,18.86,22.725,88,26.0027,3,108,111
10067,2012-11-04 20:00:00,4,0,0,1,13.12,14.395,53,23.9994,7,134,141
3290,2011-08-07 00:00:00,3,0,0,2,28.7,33.335,84,19.0012,14,66,80
6290,2012-02-18 08:00:00,1,0,0,1,9.02,13.635,87,0.0,10,92,102
7558,2012-05-14 07:00:00,2,0,1,3,21.32,25.0,94,12.998,3,72,75
5458,2012-01-02 13:00:00,1,1,0,1,12.3,13.635,36,19.9995,26,150,176
2133,2011-05-15 19:00:00,2,0,0,1,22.96,26.515,83,7.0015,78,153,231
1897,2011-05-05 23:00:00,2,0,1,1,18.86,22.725,41,12.998,16,99,115
6331,2012-03-01 01:00:00,1,0,1,3,18.86,22.725,94,7.0015,0,12,12
3819,2011-09-10 03:00:00,3,0,0,1,23.78,27.275,100,8.9981,8,29,37
7884,2012-06-08 21:00:00,2,0,1,1,28.7,31.82,37,8.9981,83,256,339
9272,2012-09-09 17:00:00,3,0,0,1,28.7,31.82,37,16.9979,213,458,671
8464,2012-07-14 01:00:00,3,0,0,2,28.7,32.575,51,7.0015,13,105,118
6862,2012-04-04 06:00:00,2,0,1,2,17.22,21.21,58,0.0,6,120,126
8224,2012-07-04 01:00:00,3,1,0,1,27.88,31.82,74,0.0,27,96,123
1817,2011-05-02 15:00:00,2,0,1,1,27.06,31.06,61,12.998,45,110,155
1937,2011-05-07 15:00:00,2,0,0,1,24.6,31.06,38,16.9979,148,230,378
3422,2011-08-12 12:00:00,3,0,1,1,32.8,34.85,27,0.0,55,167,222
2335,2011-06-05 05:00:00,2,0,0,2,25.42,30.305,61,8.9981,1,5,6
2072,2011-05-13 06:00:00,2,0,1,3,20.5,24.24,88,8.9981,6,76,82
8344,2012-07-09 01:00:00,3,0,1,3,28.7,33.335,89,7.0015,5,13,18
1726,2011-04-17 20:00:00,2,0,0,1,21.32,25.0,36,12.998,44,97,141
1047,2011-03-08 04:00:00,1,0,1,1,9.02,13.635,64,0.0,0,2,2
4354,2011-10-13 11:00:00,4,0,1,2,25.42,28.79,83,0.0,8,76,84
8758,2012-08-07 07:00:00,3,0,1,2,28.7,33.335,74,8.9981,21,481,502
2320,2011-06-04 14:00:00,2,0,0,1,30.34,32.575,33,15.0013,193,258,451
10222,2012-11-11 08:00:00,4,0,0,1,13.12,16.665,87,7.0015,32,87,119
3963,2011-09-16 04:00:00,3,0,1,1,16.4,20.455,71,19.0012,1,3,4
766,2011-02-15 08:00:00,1,0,1,1,8.2,9.09,32,23.9994,10,213,223
7866,2012-06-08 03:00:00,2,0,1,1,22.14,25.76,60,6.0032,0,8,8
1144,2011-03-12 08:00:00,1,0,0,1,10.66,12.88,65,11.0014,9,44,53
7702,2012-06-01 07:00:00,2,0,1,2,26.24,28.79,89,12.998,33,369,402
3617,2011-09-01 15:00:00,3,0,1,1,29.52,33.335,51,8.9981,39,135,174
2273,2011-06-02 15:00:00,2,0,1,1,32.8,34.09,21,26.0027,44,144,188
2963,2011-07-12 09:00:00,3,0,1,1,31.98,36.365,55,32.9975,27,149,176
5049,2011-12-04 11:00:00,4,0,0,1,13.94,16.665,81,11.0014,48,206,254
6356,2012-03-02 02:00:00,1,0,1,1,13.94,15.91,53,19.0012,2,4,6
6249,2012-02-16 15:00:00,1,0,1,3,13.94,18.18,76,0.0,3,50,53
7969,2012-06-12 10:00:00,2,0,1,3,26.24,28.79,89,19.0012,29,96,125
1989,2011-05-09 19:00:00,2,0,1,1,23.78,27.275,43,12.998,45,339,384
5471,2012-01-03 02:00:00,1,0,1,1,7.38,8.335,51,16.9979,0,3,3
3307,2011-08-07 17:00:00,3,0,0,3,30.34,35.605,74,43.0006,63,131,194
828,2011-02-17 23:00:00,1,0,1,1,18.86,22.725,67,19.9995,4,40,44
7752,2012-06-03 09:00:00,2,0,0,1,24.6,31.06,46,12.998,70,230,300
1672,2011-04-15 14:00:00,2,1,0,1,22.14,25.76,52,16.9979,57,106,163
9782,2012-10-11 23:00:00,4,0,1,1,17.22,21.21,58,6.0032,10,176,186
3910,2011-09-13 23:00:00,3,0,1,1,26.24,29.545,78,7.0015,15,59,74
6871,2012-04-04 15:00:00,2,0,1,2,26.24,31.06,44,19.0012,86,182,268
6463,2012-03-06 13:00:00,1,0,1,1,12.3,15.15,39,8.9981,16,148,164
6348,2012-03-01 18:00:00,1,0,1,1,22.14,25.76,34,23.9994,27,498,525
2275,2011-06-02 17:00:00,2,0,1,1,31.16,32.575,20,35.0008,88,484,572
8935,2012-08-14 16:00:00,3,0,1,1,33.62,37.12,43,15.0013,95,363,458
2909,2011-07-10 03:00:00,3,0,0,1,27.06,31.06,74,6.0032,6,19,25
2045,2011-05-12 03:00:00,2,0,1,1,18.04,21.97,88,8.9981,0,5,5
5576,2012-01-07 11:00:00,1,0,0,1,13.94,15.91,57,15.0013,74,250,324
3609,2011-09-01 07:00:00,3,0,1,1,24.6,28.79,78,0.0,7,335,342
5965,2012-02-04 18:00:00,1,0,0,3,11.48,13.635,75,11.0014,6,58,64
1295,2011-03-18 20:00:00,1,0,1,1,25.42,31.06,46,8.9981,46,103,149
5479,2012-01-03 10:00:00,1,0,1,1,6.56,6.06,47,31.0009,5,55,60
591,2011-02-07 19:00:00,1,0,1,2,13.12,17.425,70,0.0,5,123,128
221,2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,5,47,52
10324,2012-11-15 14:00:00,4,0,1,2,15.58,19.695,54,11.0014,27,174,201
9291,2012-09-10 12:00:00,3,0,1,1,26.24,31.06,44,26.0027,76,256,332
5279,2011-12-14 01:00:00,4,0,1,1,10.66,15.15,75,0.0,0,8,8
858,2011-02-19 05:00:00,1,0,0,1,16.4,20.455,15,22.0028,0,3,3
5949,2012-02-04 02:00:00,1,0,0,1,9.84,12.88,70,6.0032,6,38,44
5728,2012-01-13 20:00:00,1,0,1,1,9.84,12.12,41,11.0014,6,130,136
5572,2012-01-07 07:00:00,1,0,0,1,9.02,11.365,87,12.998,0,20,20
841,2011-02-18 12:00:00,1,0,1,1,20.5,24.24,59,12.998,59,126,185
2899,2011-07-09 17:00:00,3,0,0,1,34.44,36.365,32,0.0,160,241,401
8107,2012-06-18 04:00:00,2,0,1,2,22.14,25.76,77,12.998,0,9,9
8154,2012-07-01 03:00:00,3,0,0,1,29.52,35.605,84,8.9981,6,27,33
8864,2012-08-11 17:00:00,3,0,0,3,30.34,34.85,66,23.9994,220,292,512
994,2011-03-05 21:00:00,1,0,0,2,18.04,21.97,72,22.0028,12,60,72
9830,2012-10-13 23:00:00,4,0,0,1,17.22,21.21,58,19.9995,27,98,125
1554,2011-04-10 15:00:00,2,0,0,1,20.5,24.24,77,15.0013,156,141,297
7121,2012-04-15 02:00:00,2,0,0,2,22.14,25.76,56,7.0015,20,54,74
3184,2011-08-02 14:00:00,3,0,1,1,36.9,38.635,25,19.0012,45,114,159
4605,2011-11-04 23:00:00,4,0,1,1,13.12,15.15,49,22.0028,17,72,89
3065,2011-07-16 15:00:00,3,0,0,1,31.16,34.09,45,22.0028,205,223,428
3100,2011-07-18 02:00:00,3,0,1,1,27.06,30.305,83,15.0013,2,8,10
7111,2012-04-14 16:00:00,2,0,0,2,26.24,31.06,27,23.9994,253,329,582
10054,2012-11-04 07:00:00,4,0,0,1,10.66,13.635,65,7.0015,11,39,50
7780,2012-06-04 13:00:00,2,0,1,1,26.24,31.06,41,23.9994,85,189,274
2513,2011-06-12 15:00:00,2,0,0,1,32.8,38.635,59,19.9995,142,218,360
4127,2011-10-04 00:00:00,4,0,1,2,16.4,20.455,87,6.0032,5,22,27
8073,2012-06-16 18:00:00,2,0,0,2,29.52,32.575,37,15.0013,256,315,571
5431,2012-01-01 09:00:00,1,0,0,1,10.66,13.635,93,7.0015,13,27,40
3656,2011-09-03 06:00:00,3,0,0,1,25.42,29.545,73,11.0014,4,19,23
4754,2011-11-11 04:00:00,4,1,0,1,12.3,14.395,61,12.998,0,8,8
9206,2012-09-06 23:00:00,3,0,1,1,26.24,28.79,89,11.0014,19,150,169
2233,2011-05-19 23:00:00,2,0,1,1,19.68,23.485,94,0.0,9,63,72
6509,2012-03-08 11:00:00,1,0,1,2,22.14,25.76,60,31.0009,48,156,204
400,2011-01-18 16:00:00,1,0,1,2,9.02,11.365,87,12.998,0,61,61
4353,2011-10-13 10:00:00,4,0,1,3,22.96,26.515,100,8.9981,16,53,69
9843,2012-10-14 12:00:00,4,0,0,1,25.42,31.06,46,22.0028,200,362,562
4533,2011-11-01 23:00:00,4,0,1,1,13.94,18.18,87,0.0,11,61,72
7280,2012-05-02 17:00:00,2,0,1,1,24.6,29.545,73,16.9979,70,659,729
3526,2011-08-16 20:00:00,3,0,1,1,30.34,33.335,51,0.0,48,232,280
7621,2012-05-16 22:00:00,2,0,1,1,26.24,30.305,73,11.0014,33,253,286
5752,2012-01-14 20:00:00,1,0,0,1,8.2,9.85,44,16.9979,8,95,103
59,2011-01-03 14:00:00,1,0,1,1,10.66,12.12,30,19.0012,11,66,77
6330,2012-03-01 00:00:00,1,0,1,2,17.22,21.21,94,0.0,1,10,11
4759,2011-11-11 09:00:00,4,1,0,1,13.12,14.395,45,30.0026,15,186,201
4113,2011-10-03 10:00:00,4,0,1,2,16.4,20.455,66,7.0015,19,82,101
7673,2012-05-19 02:00:00,2,0,0,1,20.5,24.24,51,7.0015,13,56,69
1328,2011-04-01 05:00:00,2,0,1,3,9.84,11.365,93,15.0013,1,11,12
10200,2012-11-10 10:00:00,4,0,0,1,16.4,20.455,58,0.0,86,264,350
9879,2012-10-16 00:00:00,4,0,1,1,18.86,22.725,63,26.0027,3,45,48
9293,2012-09-10 14:00:00,3,0,1,1,27.06,31.06,36,19.0012,107,233,340
4029,2011-09-18 22:00:00,3,0,0,2,22.14,25.76,68,6.0032,9,75,84
1550,2011-04-10 11:00:00,2,0,0,2,16.4,20.455,87,8.9981,93,109,202
1009,2011-03-06 13:00:00,1,0,0,2,18.86,22.725,94,23.9994,22,83,105
2554,2011-06-14 08:00:00,2,0,1,1,23.78,27.275,49,26.0027,45,441,486
1612,2011-04-13 02:00:00,2,0,1,3,16.4,20.455,100,19.9995,0,2,2
4484,2011-10-18 21:00:00,4,0,1,2,22.14,25.76,68,8.9981,28,178,206
6316,2012-02-19 10:00:00,1,0,0,2,10.66,12.12,52,16.9979,49,142,191
6995,2012-04-09 19:00:00,2,0,1,1,21.32,25.0,34,23.9994,35,386,421
648,2011-02-10 06:00:00,1,0,1,2,4.92,6.06,54,19.0012,0,26,26
879,2011-03-01 02:00:00,1,0,1,1,9.84,10.605,65,26.0027,0,4,4
3852,2011-09-11 12:00:00,3,0,0,1,28.7,32.575,65,0.0,113,298,411
2303,2011-06-03 21:00:00,2,0,1,1,26.24,31.06,29,7.0015,51,196,247
5171,2011-12-09 13:00:00,4,0,1,1,15.58,19.695,50,12.998,27,141,168
1624,2011-04-13 14:00:00,2,0,1,2,17.22,21.21,77,16.9979,24,82,106
550,2011-02-06 02:00:00,1,0,0,1,10.66,11.365,60,22.0028,0,20,20
8201,2012-07-03 02:00:00,3,0,1,1,29.52,33.335,58,0.0,2,8,10
8133,2012-06-19 06:00:00,2,0,1,2,24.6,28.79,78,7.0015,9,152,161
3187,2011-08-02 17:00:00,3,0,1,2,36.9,39.395,27,8.9981,63,493,556
8234,2012-07-04 11:00:00,3,1,0,1,33.62,37.88,46,8.9981,164,321,485
211,2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,3,3
10506,2012-12-04 04:00:00,4,0,1,2,16.4,20.455,87,8.9981,0,7,7
4700,2011-11-08 22:00:00,4,0,1,1,14.76,18.94,87,0.0,13,95,108
8754,2012-08-07 03:00:00,3,0,1,1,28.7,33.335,84,0.0,0,6,6
7765,2012-06-03 22:00:00,2,0,0,1,25.42,31.06,50,26.0027,61,165,226
7747,2012-06-03 04:00:00,2,0,0,1,20.5,24.24,72,6.0032,1,12,13
1438,2011-04-05 19:00:00,2,0,1,1,14.76,16.665,43,19.9995,12,148,160
2515,2011-06-12 17:00:00,2,0,0,3,27.88,31.82,83,19.0012,94,158,252
6757,2012-03-18 20:00:00,1,0,0,1,21.32,25.0,77,8.9981,59,139,198
5434,2012-01-01 12:00:00,1,0,0,1,16.4,20.455,62,19.0012,58,143,201
696,2011-02-12 08:00:00,1,0,0,1,5.74,7.575,86,8.9981,2,28,30
7717,2012-06-01 22:00:00,2,0,1,3,24.6,27.275,88,8.9981,1,22,23
8317,2012-07-07 22:00:00,3,0,0,1,34.44,41.665,59,12.998,56,164,220
9769,2012-10-11 10:00:00,4,0,1,1,18.04,21.97,41,23.9994,39,165,204
7301,2012-05-03 14:00:00,2,0,1,1,26.24,30.305,65,12.998,33,171,204
1314,2011-03-19 15:00:00,1,0,0,1,20.5,24.24,29,27.9993,170,143,313
9597,2012-10-04 06:00:00,4,0,1,3,25.42,27.275,94,6.0032,1,132,133
2935,2011-07-11 05:00:00,3,0,1,1,27.06,31.06,74,8.9981,5,21,26
3058,2011-07-16 08:00:00,3,0,0,1,27.06,31.06,65,11.0014,37,90,127
12,2011-01-01 12:00:00,1,0,0,1,17.22,21.21,77,19.0012,29,55,84
2930,2011-07-11 00:00:00,3,0,1,1,28.7,32.575,65,12.998,10,25,35
10383,2012-11-18 01:00:00,4,0,0,1,12.3,14.395,70,12.998,14,81,95
1346,2011-04-01 23:00:00,2,0,1,1,12.3,15.91,61,6.0032,12,41,53
9432,2012-09-16 09:00:00,3,0,0,1,23.78,27.275,60,8.9981,70,226,296
453,2011-02-01 23:00:00,1,0,1,3,8.2,9.85,93,12.998,1,15,16
8501,2012-07-15 14:00:00,3,0,0,1,36.9,40.91,37,16.9979,162,314,476
8829,2012-08-10 06:00:00,3,0,1,3,26.24,28.79,89,19.9995,3,41,44
3000,2011-07-13 22:00:00,3,0,1,1,27.88,31.82,83,12.998,48,136,184
9518,2012-09-19 23:00:00,3,0,1,1,19.68,23.485,67,6.0032,17,106,123
10576,2012-12-07 02:00:00,4,0,1,2,10.66,13.635,70,8.9981,0,11,11
37,2011-01-02 14:00:00,1,0,0,3,14.76,17.425,76,12.998,4,55,59
1043,2011-03-08 00:00:00,1,0,1,1,10.66,14.395,48,6.0032,1,9,10
6912,2012-04-06 08:00:00,2,0,1,1,12.3,13.635,49,22.0028,19,489,508
940,2011-03-03 15:00:00,1,0,1,1,9.84,14.395,23,0.0,6,62,68
6210,2012-02-15 00:00:00,1,0,1,1,13.12,17.425,57,0.0,0,22,22
7986,2012-06-13 03:00:00,2,0,1,1,25.42,28.79,83,12.998,1,7,8
4230,2011-10-08 07:00:00,4,0,0,1,17.22,21.21,94,6.0032,27,46,73
538,2011-02-05 14:00:00,1,0,0,3,9.02,13.635,100,0.0,5,50,55
4411,2011-10-15 20:00:00,4,0,0,1,20.5,24.24,48,8.9981,42,137,179
2816,2011-07-06 06:00:00,3,0,1,1,28.7,33.335,79,6.0032,9,112,121
1400,2011-04-04 05:00:00,2,0,1,1,16.4,20.455,62,16.9979,0,7,7
4863,2011-11-15 17:00:00,4,0,1,2,20.5,24.24,72,12.998,29,422,451
4833,2011-11-14 11:00:00,4,0,1,2,22.14,25.76,60,19.0012,22,106,128
2267,2011-06-02 09:00:00,2,0,1,1,29.52,31.82,26,23.9994,28,197,225
9648,2012-10-06 09:00:00,4,0,0,1,24.6,29.545,73,12.998,130,265,395
6635,2012-03-13 18:00:00,1,0,1,1,28.7,31.82,34,19.9995,96,638,734
2470,2011-06-10 20:00:00,2,0,1,1,31.16,35.605,62,7.0015,53,197,250
5098,2011-12-06 12:00:00,4,0,1,3,18.86,22.725,100,15.0013,5,50,55
5936,2012-02-03 13:00:00,1,0,1,1,14.76,18.18,46,0.0,25,173,198
4102,2011-10-02 23:00:00,4,0,0,1,14.76,18.18,81,6.0032,6,19,25
4824,2011-11-14 02:00:00,4,0,1,1,18.86,22.725,63,23.9994,7,10,17
6879,2012-04-04 23:00:00,2,0,1,1,21.32,25.0,23,27.9993,19,112,131
3069,2011-07-16 19:00:00,3,0,0,1,30.34,34.09,48,12.998,164,242,406
7947,2012-06-11 12:00:00,2,0,1,2,32.8,36.365,43,12.998,63,198,261
1108,2011-03-10 19:00:00,1,0,1,3,18.04,21.97,0,39.0007,5,51,56
7708,2012-06-01 13:00:00,2,0,1,1,29.52,34.09,70,19.9995,76,240,316
9963,2012-10-19 12:00:00,4,0,1,1,26.24,30.305,69,15.0013,74,258,332
9983,2012-11-01 08:00:00,4,0,1,2,14.76,18.94,56,7.0015,12,668,680
10163,2012-11-08 21:00:00,4,0,1,1,14.76,16.665,37,26.0027,11,222,233
5608,2012-01-08 19:00:00,1,0,0,1,13.12,15.91,49,12.998,8,104,112
1739,2011-04-18 09:00:00,2,0,1,2,20.5,24.24,55,7.0015,37,132,169
9646,2012-10-06 07:00:00,4,0,0,1,22.14,25.76,83,19.9995,13,71,84
8669,2012-08-03 14:00:00,3,0,1,2,35.26,39.395,44,16.9979,102,229,331
898,2011-03-01 21:00:00,1,0,1,1,10.66,15.15,56,0.0,8,55,63
3094,2011-07-17 20:00:00,3,0,0,1,31.16,35.605,58,16.9979,85,177,262
6983,2012-04-09 07:00:00,2,0,1,1,17.22,21.21,28,12.998,11,320,331
6725,2012-03-17 12:00:00,1,0,0,1,22.96,26.515,68,11.0014,286,365,651
5288,2011-12-14 10:00:00,4,0,1,2,13.12,17.425,57,0.0,9,133,142
8938,2012-08-14 19:00:00,3,0,1,1,31.16,36.365,66,12.998,94,533,627
10703,2012-12-12 09:00:00,4,0,1,2,11.48,14.395,61,8.9981,13,272,285
1563,2011-04-11 00:00:00,2,0,1,1,19.68,23.485,88,22.0028,7,16,23
8787,2012-08-08 12:00:00,3,0,1,2,32.8,37.12,52,0.0,63,217,280
4890,2011-11-16 20:00:00,4,0,1,3,18.04,21.97,88,26.0027,5,94,99
10706,2012-12-12 12:00:00,4,0,1,2,13.94,18.18,42,0.0,14,218,232
4645,2011-11-06 15:00:00,4,0,0,1,19.68,23.485,51,12.998,96,210,306
7744,2012-06-03 01:00:00,2,0,0,1,22.14,25.76,56,8.9981,21,100,121
8652,2012-08-02 21:00:00,3,0,1,1,31.16,36.365,66,15.0013,41,301,342
9753,2012-10-10 18:00:00,4,0,1,2,22.96,26.515,49,11.0014,57,787,844
10104,2012-11-06 09:00:00,4,0,1,1,10.66,12.88,60,11.0014,25,338,363
10740,2012-12-13 22:00:00,4,0,1,1,10.66,14.395,60,6.0032,7,141,148
7404,2012-05-07 21:00:00,2,0,1,2,22.14,25.76,45,15.0013,37,210,247
9114,2012-09-03 03:00:00,3,1,0,1,27.06,29.545,89,8.9981,6,22,28
4309,2011-10-11 14:00:00,4,0,1,3,24.6,29.545,73,7.0015,54,117,171
3649,2011-09-02 23:00:00,3,0,1,2,26.24,30.305,73,11.0014,30,68,98
9463,2012-09-17 16:00:00,3,0,1,2,26.24,30.305,69,16.9979,74,379,453
9944,2012-10-18 17:00:00,4,0,1,2,23.78,27.275,64,22.0028,102,788,890
10042,2012-11-03 19:00:00,4,0,0,1,14.76,17.425,50,11.0014,22,217,239
2213,2011-05-19 03:00:00,2,0,1,1,19.68,23.485,100,0.0,1,3,4
833,2011-02-18 04:00:00,1,0,1,1,18.86,22.725,67,16.9979,0,1,1
7767,2012-06-04 00:00:00,2,0,1,1,23.78,27.275,53,0.0,11,38,49
10557,2012-12-06 07:00:00,4,0,1,1,9.02,10.605,51,19.9995,8,381,389
4222,2011-10-07 23:00:00,4,0,1,1,20.5,24.24,63,0.0,23,113,136
8122,2012-06-18 19:00:00,2,0,1,2,25.42,29.545,73,6.0032,52,411,463
6129,2012-02-11 15:00:00,1,0,0,2,12.3,13.635,61,19.9995,12,112,124
4698,2011-11-08 20:00:00,4,0,1,1,16.4,20.455,76,0.0,12,169,181
9882,2012-10-16 03:00:00,4,0,1,1,17.22,21.21,67,7.0015,0,2,2
1743,2011-04-18 13:00:00,2,0,1,2,22.96,26.515,49,11.0014,41,128,169
5190,2011-12-10 08:00:00,4,0,0,1,10.66,13.635,65,8.9981,5,68,73
